cluster,S1,S2,S3,S4_pos,S4_neg,N1,N2,N3,N4,N5
0,-0.6075883094924261,0.13680935913389883,-0.045434586228264046,-0.3408249245802163,0.1704028874211255,-0.04979407883698233,0.33061838439102365,-0.8968764708581579,-0.5138187767451311,0.08650478513026481
1,0.21606354431142918,0.1356786971366127,0.02191426387055476,0.15072414343535065,-0.09954585877225913,0.004872746425915331,-0.11570957720286555,0.31672557590091643,0.18256518646763456,-0.02925402127372511
2,0.947588890200399,-0.5292961786352992,-0.5373802416163934,-1.1945076145543208,-0.5220237085018383,-0.058822960676312736,-0.6460974057003062,0.08605494322873276,0.013066126552386781,-0.04136091969521225
3,-0.030810751087137316,-5.459433760541566,-0.15544146504991752,-0.8435508626721223,1.1731971907146892,0.38274774626407265,-0.03468322399361996,0.058816659850723346,0.0016775409599577823,-0.04315574869433858
